country_name,avg_pm25,Country Code_x,year,population_density,Country Code_y,gdp_per_capita,log_gdp,gdp_group
china,41.84755406911929,CHN,2006.0,139.645342881819,CHN,2129.25696999613,7.663528357467109,Medium
china,41.84755406911929,CHN,2007.0,140.376588050196,CHN,2734.72709877693,7.913786928808856,Medium
china,41.84755406911929,CHN,2008.0,141.097705219827,CHN,3523.44302065213,8.167193921400939,Medium
china,41.84755406911929,CHN,2009.0,141.801244134798,CHN,3898.24459158811,8.268281626069204,Medium
china,41.84755406911929,CHN,2010.0,142.487743405,CHN,4629.24551710077,8.440149178531815,Medium
china,41.84755406911929,CHN,2011.0,143.268509836432,CHN,5703.76027973346,8.64888093451629,Medium
china,41.84755406911929,CHN,2012.0,144.243669001474,CHN,6405.0574241349,8.764843179807412,Medium
china,41.84755406911929,CHN,2013.0,145.207643927049,CHN,7147.03518622344,8.874452890423676,Medium
china,41.84755406911929,CHN,2014.0,146.125816729087,CHN,7781.06597484974,8.95944862254895,Medium
china,41.84755406911929,CHN,2015.0,146.977949259981,CHN,8175.33285077393,9.008876710627593,Medium
china,41.84755406911929,CHN,2016.0,147.822641376791,CHN,8254.86859320357,9.018558437778536,High
china,41.84755406911929,CHN,2017.0,148.720043543977,CHN,8979.67652709856,9.102719139166227,High
china,41.84755406911929,CHN,2018.0,149.417194545073,CHN,10085.6638148819,9.21887027022332,High
china,41.84755406911929,CHN,2019.0,149.948179684945,CHN,10342.9009524335,9.244055665042044,High
china,41.84755406911929,CHN,2020.0,150.305542803154,CHN,10627.4637989619,9.271196853872112,High
china,41.84755406911929,CHN,2021.0,150.439753691066,CHN,12887.4357242941,9.464008140867122,High
china,41.84755406911929,CHN,2022.0,150.42004812419,CHN,12970.6056414327,9.47044097178179,High
china,41.84755406911929,CHN,2023.0,150.264001337848,CHN,12951.1782397043,9.468942046749863,High
colombia,18.780857142857144,COL,1961.0,14.5067174402884,COL,282.099440509948,5.642259634702007,Low
colombia,18.780857142857144,COL,1962.0,14.9608192879676,COL,298.544207818945,5.698918021762913,Low
colombia,18.780857142857144,COL,1963.0,15.424806669671,COL,282.588330302742,5.643991175352306,Low
colombia,18.780857142857144,COL,1964.0,15.8967201442091,COL,338.675935298365,5.825043707102804,Low
colombia,18.780857142857144,COL,1965.0,16.3758900405588,COL,317.064563351518,5.759105423017992,Low
colombia,18.780857142857144,COL,1966.0,16.8568616493916,COL,290.253385958132,5.67075428617105,Low
colombia,18.780857142857144,COL,1967.0,17.3371951329428,COL,302.832507824134,5.713179873212174,Low
colombia,18.780857142857144,COL,1968.0,17.8159495268139,COL,301.526502784249,5.708857915402659,Low
colombia,18.780857142857144,COL,1969.0,18.2892672374944,COL,317.868798055367,5.761638712912128,Low
colombia,18.780857142857144,COL,1970.0,18.75780261379,COL,345.879101568471,5.846089296565064,Low
colombia,18.780857142857144,COL,1971.0,19.2150482199189,COL,366.825167940364,5.904885352914905,Low
colombia,18.780857142857144,COL,1972.0,19.6661225777377,COL,397.41211740514,5.984973821361812,Low
colombia,18.780857142857144,COL,1973.0,20.1220135196034,COL,462.064375734059,6.135704222790338,Low
colombia,18.780857142857144,COL,1974.0,20.5799630464173,COL,541.749901587091,6.294804458759029,Low
colombia,18.780857142857144,COL,1975.0,21.0406885984678,COL,561.098036100584,6.329895642662731,Low
colombia,18.780857142857144,COL,1976.0,21.5041099594412,COL,643.007914496566,6.466157032865703,Low
colombia,18.780857142857144,COL,1977.0,21.9860243352862,COL,798.203021638873,6.682362978173583,Low
colombia,18.780857142857144,COL,1978.0,22.4879107706174,COL,932.392695058624,6.837754072573452,Low
colombia,18.780857142857144,COL,1979.0,22.9974096439838,COL,1095.0313839164,6.998538302950747,Low
colombia,18.780857142857144,COL,1980.0,23.5281640378549,COL,1279.50116658241,7.154225567348087,Low
colombia,18.780857142857144,COL,1981.0,24.0768517350158,COL,1362.18332520058,7.216844077652116,Low
colombia,18.780857142857144,COL,1982.0,24.6402262280306,COL,1425.39936771371,7.26220731148251,Low
colombia,18.780857142857144,COL,1983.0,25.2259333032898,COL,1383.7924605368,7.232583168673513,Low
colombia,18.780857142857144,COL,1984.0,25.815853988283,COL,1335.52821812362,7.197082161584468,Low
colombia,18.780857142857144,COL,1985.0,26.3798738170347,COL,1192.21849833568,7.08357113480006,Low
colombia,18.780857142857144,COL,1986.0,26.9302496620099,COL,1169.46212069392,7.064299196182818,Low
colombia,18.780857142857144,COL,1987.0,27.4893799008562,COL,1192.58828638182,7.083881254723798,Low
colombia,18.780857142857144,COL,1988.0,28.0581559260928,COL,1259.6174112078,7.138563311938417,Low
